Subphylum;Order;Suborder;Family;Subfamily;Genus;Species;Morphospecies;Species_old_name;Diet;Site;Sampling;Day;Tree;Square;Treatment;Abundance;
Hexapoda;Psocoptera;;;;;;Psoco_AI;Unknown specimen Q;detr;ER;A;02.07.2017;H6;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AI;Unknown specimen Q;detr;ER;A;08.07.2017;I4;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AI;Unknown specimen Q;detr;CP;A;07.07.2017;J2;iii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AI;Unknown specimen Q;detr;ER;B;19.05.2017;S18;ii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AJ;Unknown specimen V;detr;ER;A;25.06.2017;C2;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AJ;Unknown specimen V;detr;ER;A;25.06.2017;C3;iv;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AJ;Unknown specimen V;detr;ER;A;25.06.2017;C3;iv;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AJ;Unknown specimen V;detr;ER;A;02.07.2017;G7;i;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AJ;Unknown specimen V;detr;ER;B;19.05.2017;T8;i;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;03.05.2017;A10;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;03.05.2017;A16;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;03.05.2017;B16;ii;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;03.05.2017;B16;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;03.05.2017;B20;ii;w;2;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;03.05.2017;B8;i;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;ER;B;02.05.2017;C2;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;12.05.2017;D11;ii;wo;4;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;12.05.2017;D5;iv;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;12.05.2017;E3;ii;wo;3;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;12.05.2017;G11;ii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;17.05.2017;G13;i;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;17.05.2017;G14;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;17.05.2017;G19;iv;w;2;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;12.05.2017;G6;iii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;20.05.2017;H15;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;20.05.2017;H7;i;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;DO;B;20.05.2017;H9;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;CP;B;13.05.2017;J1;i;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_AK;Unknown specimen W;detr;ER;A;08.07.2017;S11;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;B;03.05.2017;A10;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;B;03.05.2017;A16;ii;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;B;03.05.2017;A16;iv;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;B;03.05.2017;A18;i;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;B;03.05.2017;B16;ii;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;B;03.05.2017;B20;iii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;A;01.07.2017;B9;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;A;06.07.2017;D5;ii;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;B;12.05.2017;D5;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;A;01.07.2017;D7;iv;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;B;20.05.2017;G9;i;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;B;20.05.2017;H15;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;B;20.05.2017;H7;i;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;DO;B;20.05.2017;H9;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AL;Unknown specimen X;detr;CP;B;13.05.2017;J2;iii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AM;Unknown specimen Z;detr;ER;B;02.05.2017;C2;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AM;Unknown specimen Z;detr;ER;B;07.05.2017;I3;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AM;Unknown specimen Z;detr;ER;A;02.07.2017;I3;ii;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AN;Unknown specimen AF;detr;DO;A;01.07.2017;B9;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AN;Unknown specimen AF;detr;DO;B;12.05.2017;D11;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AI;detr;DO;A;26.06.2017;A18;iv;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AI;detr;DO;A;26.06.2017;B18;i;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AI;detr;DO;B;03.05.2017;B20;iii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AI;detr;DO;B;03.05.2017;B8;ii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AI;detr;DO;B;03.05.2017;B8;iv;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AI;detr;DO;A;26.06.2017;B8;ii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AI;detr;DO;B;12.05.2017;E3;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AI;detr;ER;B;02.05.2017;F1;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AP ;detr;ER;A;25.06.2017;F1;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AI;detr;ER;A;25.06.2017;F14;i;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AI;detr;DO;B;17.05.2017;G14;i;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AO;Unknown specimen AI;detr;CP;B;09.05.2017;K5;iv;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AP;Unknown specimen AK;detr;DO;B;03.05.2017;B20;iv;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AP;Unknown specimen AK;detr;DO;B;03.05.2017;B8;iv;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AP;Unknown specimen AK;detr;DO;A;06.07.2017;D5;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AQ;Unknown specimen AP;detr;CP;B;01.05.2017;A7;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AQ;Unknown specimen AP;detr;ER;A;02.07.2017;G5;i;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AQ;Unknown specimen AP;detr;CP;B;13.05.2017;I1;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;DO;B;03.05.2017;A16;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;DO;B;03.05.2017;A18;ii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;DO;B;03.05.2017;A3;iv;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;CP;B;18.05.2017;B7;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;DO;B;03.05.2017;B8;i;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;ER;B;02.05.2017;F1;iv;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;DO;B;20.05.2017;H18;i;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;DO;B;20.05.2017;H18;iv;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;DO;B;17.05.2017;H5;i;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;DO;B;17.05.2017;H5;ii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;DO;B;17.05.2017;H5;iii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;CP;B;13.05.2017;I1;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;DO;B;20.05.2017;I21;i;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;CP;B;18.05.2017;I3;iv;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AR;Unknown specimen AR;detr;DO;B;20.05.2017;I4;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;03.05.2017;A16;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;03.05.2017;A18;i;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;03.05.2017;A18;ii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;03.05.2017;A18;iii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;03.05.2017;A18;iv;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;03.05.2017;A3;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;03.05.2017;A3;iii;wo;3;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;CP;B;18.05.2017;A8;iv;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;03.05.2017;B16;i;wo;3;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;03.05.2017;B16;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;03.05.2017;B18;ii;w;2;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;ER;B;04.05.2017;E8;i;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;17.05.2017;F10;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;17.05.2017;F16;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;12.05.2017;G11;iv;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;17.05.2017;G14;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;12.05.2017;G2;iii;wr;3;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;20.05.2017;G9;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;20.05.2017;H15;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;20.05.2017;H9;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;CP;B;13.05.2017;I4;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AS;Unknown specimen AS;detr;DO;B;20.05.2017;I4;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AT;Unknown specimen AX;detr;CP;B;18.05.2017;A10;iv;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AT;Unknown specimen AX;detr;DO;B;03.05.2017;B8;iv;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AU;Unknown specimen BC;detr;CP;B;01.05.2017;A7;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AU;Unknown specimen BC;detr;CP;B;01.05.2017;C6;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AU;Unknown specimen BC;detr;CP;A;24.06.2017;C6;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AU;Unknown specimen BC;detr;CP;A;24.06.2017;G4;iii;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_AU;Unknown specimen BC;detr;CP;B;13.05.2017;J4;iii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AV;Unknown specimen BG;detr;DO;B;03.05.2017;A18;iii;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_AV;Unknown specimen BG;detr;DO;B;03.05.2017;B16;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AV;Unknown specimen BG;detr;DO;B;17.05.2017;H5;iii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AV;Unknown specimen BG;detr;DO;B;20.05.2017;I21;iii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AW;Unknown specimen BH;detr;ER;B;02.05.2017;E1;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AW;Unknown specimen BH;detr;DO;B;12.05.2017;G11;ii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_AX;Unknown specimen BL;detr;DO;B;17.05.2017;G14;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AY;Unknown specimen BD;detr;DO;B;03.05.2017;A3;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AY;Unknown specimen BD;detr;DO;A;26.06.2017;B16;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AY;Unknown specimen BD;detr;CP;A;29.06.2017;J5;iii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AZ;Unknown specimen AN;detr;CP;B;01.05.2017;A7;ii;wo;3;
Hexapoda;Psocoptera;;;;;;Psoco_AZ;Unknown specimen AN;detr;CP;B;18.05.2017;A8;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AZ;Unknown specimen AN;detr;CP;B;05.05.2017;D1;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AZ;Unknown specimen AN;detr;CP;B;05.05.2017;D1;iv;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_AZ;Unknown specimen AN;detr;CP;B;05.05.2017;D2;i;wo;;
Hexapoda;Psocoptera;;;;;;Psoco_AZ;Unknown specimen AN;detr;DO;B;12.05.2017;D5;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AZ;Unknown specimen AN;detr;ER;A;25.06.2017;E1;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AZ;Unknown specimen AN;detr;DO;B;17.05.2017;F10;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_AZ;Unknown specimen AN;detr;CP;B;18.05.2017;G5;iii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_AZ;Unknown specimen AN;detr;DO;B;20.05.2017;G9;iii;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;ER;A;12.07.2017;AI1;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;ER;A;25.06.2017;B1;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;DO;B;03.05.2017;B18;i;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;ER;B;02.05.2017;C2;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;CP;A;24.06.2017;C6;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;DO;A;01.07.2017;C8;ii;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;ER;B;02.05.2017;F1;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;ER;A;25.06.2017;F1;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;ER;A;25.06.2017;F14;iv;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;CP;A;24.06.2017;F4;ii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;CP;B;18.05.2017;G5;iii;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;CP;B;18.05.2017;G7;ii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Bee C;detr;ER;B;07.05.2017;H6;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;CP;B;13.05.2017;I1;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;ER;B;14.05.2017;I4;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;ER;A;08.07.2017;L22;ii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;ER;A;12.07.2017;R14;iii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;ER;A;08.07.2017;S11;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_B;Barklice B;detr;ER;A;12.07.2017;S18;iv;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;DO;A;26.06.2017;A16;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;DO;A;26.06.2017;A3;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;DO;B;03.05.2017;B16;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;DO;B;03.05.2017;B8;i;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;DO;B;03.05.2017;B8;iii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;DO;B;12.05.2017;D19;iii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;DO;A;06.07.2017;D5;ii;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;DO;B;12.05.2017;D5;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;CP;B;01.05.2017;F2;ii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;DO;B;20.05.2017;H15;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;DO;B;17.05.2017;H5;ii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_BA;Unknown specimen T;detr;DO;B;20.05.2017;H9;iv;wo;3;
Hexapoda;Psocoptera;;;;;;Psoco_BB;Unknown specimen AO;detr;DO;B;03.05.2017;A10;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_BB;Unknown specimen BM;detr;CP;B;18.05.2017;I3;iv;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Barklice C;detr;CP;B;18.05.2017;A10;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen AM;detr;CP;B;18.05.2017;A10;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;CP;B;01.05.2017;A7;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;ER;B;19.05.2017;AH3;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;ER;B;19.05.2017;AH3;ii;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;ER;B;19.05.2017;AH3;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;ER;B;19.05.2017;AI1;ii;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;03.05.2017;B18;iii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;03.05.2017;B18;iv;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen AM;detr;DO;B;03.05.2017;B20;iii;w;2;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;03.05.2017;B20;ii;w;3;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;03.05.2017;B20;iv;w;4;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;03.05.2017;B8;i;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;03.05.2017;B8;ii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;ER;B;02.05.2017;C2;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;06.05.2017;C8;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;CP;B;05.05.2017;D1;ii;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;CP;B;05.05.2017;D2;iv;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;12.05.2017;D5;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;12.05.2017;D5;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;CP;B;05.05.2017;E1;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;CP;B;05.05.2017;E1;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;12.05.2017;E3;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;12.05.2017;G2;ii;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;CP;B;05.05.2017;G6;iii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen AM;detr;DO;B;12.05.2017;G6;iv;wr;2;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;DO;B;12.05.2017;G6;iv;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;ER;B;07.05.2017;G7;i;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;ER;B;07.05.2017;I3;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;CP;B;13.05.2017;I4;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Barklice C;detr;ER;B;10.05.2017;M1;i;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;ER;B;10.05.2017;N10;ii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;ER;B;14.05.2017;O18;ii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;ER;B;19.05.2017;T8;iii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_C;Unknown specimen E;detr;ER;B;19.05.2017;V8;iv;wo;2;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;DO;A;26.06.2017;A10;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;DO;A;26.06.2017;A10;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;DO;B;03.05.2017;A18;ii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;DO;A;26.06.2017;B20;i;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;DO;A;26.06.2017;B8;i;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;ER;A;25.06.2017;C3;ii;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;CP;B;05.05.2017;D1;iii;wo;4;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice Q;detr;CP;A;29.06.2017;D1;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Unidentifiable specimen E;detr;CP;B;05.05.2017;D2;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;ER;A;25.06.2017;E8;i;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Unidentifiable specimen E;detr;CP;B;09.05.2017;F1;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;ER;A;25.06.2017;F14;i;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;ER;A;25.06.2017;F14;iv;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;CP;B;01.05.2017;F2;i;w;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Unidentifiable specimen E;detr;CP;B;09.05.2017;F6;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice Q;detr;CP;B;18.05.2017;G3;i;wr;3;
Hexapoda;Psocoptera;;;;;;Psoco_E;Unidentifiable specimen E;detr;CP;B;18.05.2017;G5;ii;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;CP;A;07.07.2017;I1;iv;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Unidentifiable specimen E;detr;CP;B;13.05.2017;I2;iv;wo;6;
Hexapoda;Psocoptera;;;;;;Psoco_E;Barklice E;detr;ER;A;08.07.2017;L24;iv;wr;1;
Hexapoda;Psocoptera;;;;;;Psoco_E;Unidentifiable specimen E;detr;ER;B;10.05.2017;V2;ii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_H;Barklice H;detr;CP;B;18.05.2017;A10;iii;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_H;Barklice H;detr;CP;A;29.06.2017;E1;i;wo;1;
Hexapoda;Psocoptera;;;;;;Psoco_H;Barklice H;detr;CP;A;24.06.2017;F4;ii;w;1;
